Feature,Importance
swta_prod_roi_mean,0.113050155
swta_dmn_roi_energy,0.07633309
swta_dmn_roi_mean,0.06283973
swta_dmn_roi_fft_std,0.04115432
swta_prod_roi_energy,0.040882833
swta_prod_roi_zcr,0.031001013
swta_dmn_roi_min,0.027486235
swta_dmn_roi_max,0.021855878
swta_prod_roi_fft_std,0.021250427
swta_prod_roi_max,0.017478125
swta_prod_roi_min,0.0163399
swta_comp_roi_mean,0.01619314
swta_comp_roi_min,0.0131483795
swta_dmn_roi_autocorr,0.011381802
swta_comp_roi_fft_std,0.0112512885
swta_comp_roi_zcr,0.011121069
swta_prod_roi_fft_mean,0.0109626865
swta_prod_roi_std,0.01061016
swta_comp_roi_intercept,0.010565354
swta_dmn_roi_zcr,0.010537506
lag1_corr_swta_dmn_roi_vs_swta_prod_roi,0.010390139
swta_prod_roi_range,0.010235806
swta_prod_roi_intercept,0.010187394
swta_comp_roi_max,0.010035089
corr_swta_comp_roi_vs_swta_dmn_roi,0.009921184
swta_dmn_roi_mobility,0.009906267
swta_comp_roi_autocorr,0.009851042
swta_dmn_roi_intercept,0.009570741
swta_comp_roi_std,0.009563724
swta_dmn_roi_std,0.009558437
swta_comp_roi_fft_mean,0.009291355
corr_swta_dmn_roi_vs_swta_prod_roi,0.009126655
swta_comp_roi_diff2_mean,0.009069566
swta_dmn_roi_fft_mean,0.009063321
lag1_corr_swta_comp_roi_vs_swta_prod_roi,0.008945169
swta_comp_roi_range,0.008792251
swta_prod_roi_autocorr,0.008753328
lag2_corr_swta_comp_roi_vs_swta_prod_roi,0.008630599
swta_comp_roi_energy,0.008554461
swta_prod_roi_slope_changes,0.00831771
swta_prod_roi_complexity,0.008278234
swta_comp_roi_slope_changes,0.008202828
swta_dmn_roi_range,0.008200327
swta_prod_roi_skew,0.008183913
lag1_corr_swta_comp_roi_vs_swta_dmn_roi,0.008050542
swta_comp_roi_entropy,0.007996234
swta_prod_roi_diff2_mean,0.007970461
swta_prod_roi_entropy,0.007904257
swta_prod_roi_mobility,0.007793917
swta_comp_roi_kurtosis,0.0077837887
swta_dmn_roi_diff_mean,0.007660001
swta_prod_roi_slope,0.007601133
swta_dmn_roi_complexity,0.0074370056
corr_swta_comp_roi_vs_swta_prod_roi,0.007331556
swta_dmn_roi_slope_changes,0.0072823605
lag2_corr_swta_dmn_roi_vs_swta_prod_roi,0.0072688824
swta_dmn_roi_entropy,0.006891759
swta_dmn_roi_skew,0.0067818556
swta_dmn_roi_diff2_mean,0.0067189215
swta_prod_roi_diff_mean,0.0066998084
lag2_corr_swta_comp_roi_vs_swta_dmn_roi,0.0065606604
swta_prod_roi_kurtosis,0.006550009
swta_comp_roi_peak_freq,0.006367481
lag3_corr_swta_comp_roi_vs_swta_dmn_roi,0.0063668285
swta_comp_roi_mobility,0.0063494374
swta_comp_roi_slope,0.006196964
lag3_corr_swta_comp_roi_vs_swta_prod_roi,0.0061027193
swta_dmn_roi_kurtosis,0.0060927044
lag3_corr_swta_dmn_roi_vs_swta_prod_roi,0.005960137
swta_dmn_roi_slope,0.0059396336
swta_comp_roi_complexity,0.0058389623
swta_comp_roi_skew,0.005811995
swta_prod_roi_peak_freq,0.0056552133
swta_comp_roi_diff_mean,0.004962106
swta_prod_roi_fft_power,0.0
swta_dmn_roi_peak_freq,0.0
swta_comp_roi_fft_power,0.0
swta_dmn_roi_fft_power,0.0
