Feature,Importance
swta_dmn_roi_energy,0.07955828
swta_prod_roi_mean,0.073468685
swta_dmn_roi_mean,0.064402066
swta_prod_roi_energy,0.03184373
swta_dmn_roi_min,0.025367267
swta_prod_roi_fft_std,0.025133265
swta_dmn_roi_max,0.024866236
swta_dmn_roi_fft_std,0.023471566
swta_comp_roi_zcr,0.02077626
swta_prod_roi_max,0.020006498
swta_prod_roi_min,0.019490005
swta_comp_roi_mean,0.018722214
swta_comp_roi_fft_std,0.014554121
swta_dmn_roi_std,0.014043807
swta_comp_roi_max,0.013858541
swta_comp_roi_min,0.013445607
swta_prod_roi_intercept,0.012847538
swta_prod_roi_fft_mean,0.011942417
swta_comp_roi_intercept,0.01127706
swta_prod_roi_range,0.011259975
swta_prod_roi_zcr,0.011144281
swta_prod_roi_std,0.010880986
swta_prod_roi_diff2_mean,0.010554264
corr_swta_dmn_roi_vs_swta_prod_roi,0.01043477
swta_dmn_roi_autocorr,0.010411652
swta_comp_roi_fft_mean,0.01040174
swta_dmn_roi_fft_mean,0.010166208
swta_dmn_roi_range,0.010133282
corr_swta_comp_roi_vs_swta_dmn_roi,0.01002233
swta_comp_roi_std,0.010005787
swta_dmn_roi_intercept,0.009949391
lag1_corr_swta_dmn_roi_vs_swta_prod_roi,0.009725731
swta_comp_roi_energy,0.009559074
lag1_corr_swta_comp_roi_vs_swta_prod_roi,0.009519913
lag2_corr_swta_dmn_roi_vs_swta_prod_roi,0.00944127
swta_dmn_roi_mobility,0.009414199
swta_prod_roi_complexity,0.009384343
swta_comp_roi_autocorr,0.009367667
swta_prod_roi_skew,0.009274833
swta_dmn_roi_complexity,0.009265967
swta_comp_roi_range,0.009178844
swta_prod_roi_autocorr,0.009126418
swta_dmn_roi_zcr,0.009101611
swta_dmn_roi_slope,0.009049866
swta_comp_roi_slope_changes,0.009014171
swta_comp_roi_slope,0.008998212
swta_dmn_roi_entropy,0.008804779
lag2_corr_swta_comp_roi_vs_swta_prod_roi,0.008494881
swta_comp_roi_diff2_mean,0.0082812775
swta_prod_roi_mobility,0.008280337
swta_comp_roi_entropy,0.00827831
swta_dmn_roi_diff_mean,0.008252159
swta_prod_roi_slope,0.008119367
swta_comp_roi_mobility,0.008109926
swta_dmn_roi_slope_changes,0.008048195
corr_swta_comp_roi_vs_swta_prod_roi,0.007941715
lag1_corr_swta_comp_roi_vs_swta_dmn_roi,0.007862108
lag2_corr_swta_comp_roi_vs_swta_dmn_roi,0.007830531
lag3_corr_swta_comp_roi_vs_swta_prod_roi,0.007814931
lag3_corr_swta_comp_roi_vs_swta_dmn_roi,0.007757459
swta_dmn_roi_kurtosis,0.007707553
swta_prod_roi_diff_mean,0.0076396004
swta_comp_roi_kurtosis,0.007578794
swta_prod_roi_slope_changes,0.0074828845
swta_dmn_roi_diff2_mean,0.007434007
swta_comp_roi_skew,0.007399789
swta_prod_roi_entropy,0.007331943
swta_dmn_roi_skew,0.007104302
swta_prod_roi_kurtosis,0.006954318
lag3_corr_swta_dmn_roi_vs_swta_prod_roi,0.0069278125
swta_comp_roi_diff_mean,0.0065830243
swta_prod_roi_peak_freq,0.0064422013
swta_comp_roi_complexity,0.0062056175
swta_comp_roi_peak_freq,0.006176327
swta_dmn_roi_peak_freq,0.0032939566
swta_prod_roi_fft_power,0.0
swta_comp_roi_fft_power,0.0
swta_dmn_roi_fft_power,0.0
