Feature,Importance
dmn_medial_tpj_mean,0.07675114
dmn_medial_tpj_fft_std,0.05638464
prod_vs_comp_combined_mean,0.048794262
prod_vs_comp_combined_energy,0.03608454
comp_vs_prod_combined_zcr,0.03398698
dmn_medial_tpj_energy,0.03370884
comp_vs_prod_combined_fft_std,0.027512636
dmn_medial_tpj_max,0.026337244
dmn_medial_tpj_min,0.025405888
prod_vs_comp_combined_max,0.020945966
comp_vs_prod_combined_mean,0.018944357
dmn_medial_tpj_mobility,0.018714659
prod_vs_comp_combined_min,0.01741306
prod_vs_comp_combined_fft_std,0.01473332
comp_vs_prod_combined_max,0.014308542
dmn_medial_tpj_autocorr,0.0141359735
comp_vs_prod_combined_min,0.012621071
prod_vs_comp_combined_intercept,0.012576953
lag1_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.012498575
dmn_medial_tpj_range,0.012355374
comp_vs_prod_combined_slope,0.011961751
dmn_medial_tpj_slope_changes,0.011851598
corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.011113801
dmn_medial_tpj_std,0.010463378
comp_vs_prod_combined_energy,0.010422856
prod_vs_comp_combined_complexity,0.010022484
prod_vs_comp_combined_range,0.0100012915
dmn_medial_tpj_zcr,0.009988372
comp_vs_prod_combined_intercept,0.009816447
dmn_medial_tpj_fft_mean,0.00956775
prod_vs_comp_combined_diff2_mean,0.009532066
dmn_medial_tpj_slope,0.009523845
dmn_medial_tpj_diff_mean,0.009452099
prod_vs_comp_combined_fft_mean,0.009301415
prod_vs_comp_combined_diff_mean,0.009287416
corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.009169285
comp_vs_prod_combined_fft_mean,0.009070372
prod_vs_comp_combined_std,0.009067611
comp_vs_prod_combined_std,0.008963165
corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.008873071
lag3_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.0087772235
lag1_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.008757066
dmn_medial_tpj_complexity,0.008719218
lag1_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.008689857
lag2_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.008650638
comp_vs_prod_combined_complexity,0.008585311
dmn_medial_tpj_intercept,0.0085824
comp_vs_prod_combined_diff2_mean,0.008444475
prod_vs_comp_combined_kurtosis,0.008396425
comp_vs_prod_combined_mobility,0.008346097
comp_vs_prod_combined_kurtosis,0.008274704
comp_vs_prod_combined_autocorr,0.008249941
comp_vs_prod_combined_slope_changes,0.008143578
comp_vs_prod_combined_range,0.007998808
lag2_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.007993552
prod_vs_comp_combined_autocorr,0.0079657445
dmn_medial_tpj_skew,0.007854654
dmn_medial_tpj_diff2_mean,0.0077905077
prod_vs_comp_combined_entropy,0.0077899755
prod_vs_comp_combined_skew,0.0076466934
comp_vs_prod_combined_skew,0.0075446353
prod_vs_comp_combined_slope,0.00742032
lag3_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.00731968
lag3_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.0071954587
dmn_medial_tpj_kurtosis,0.007054259
prod_vs_comp_combined_mobility,0.007018453
prod_vs_comp_combined_slope_changes,0.0069691204
prod_vs_comp_combined_zcr,0.0069644907
dmn_medial_tpj_entropy,0.006958456
comp_vs_prod_combined_entropy,0.0069435234
prod_vs_comp_combined_peak_freq,0.0069254125
lag2_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.0068675657
dmn_medial_tpj_peak_freq,0.006291042
comp_vs_prod_combined_diff_mean,0.0062400796
comp_vs_prod_combined_peak_freq,0.0049664453
prod_vs_comp_combined_fft_power,0.0
comp_vs_prod_combined_fft_power,0.0
dmn_medial_tpj_fft_power,0.0
