Feature,Importance
dmn_medial_tpj_mean,0.09385756
prod_vs_comp_combined_mean,0.088808335
dmn_medial_tpj_fft_std,0.052579965
dmn_medial_tpj_energy,0.03642652
prod_vs_comp_combined_energy,0.035909384
dmn_medial_tpj_max,0.02445768
comp_vs_prod_combined_fft_std,0.022535443
prod_vs_comp_combined_max,0.021245785
dmn_medial_tpj_min,0.019656632
prod_vs_comp_combined_fft_std,0.01958699
prod_vs_comp_combined_min,0.016546786
comp_vs_prod_combined_energy,0.014874201
comp_vs_prod_combined_mean,0.014680985
prod_vs_comp_combined_intercept,0.013670737
comp_vs_prod_combined_max,0.013474327
comp_vs_prod_combined_zcr,0.013383993
comp_vs_prod_combined_intercept,0.013285403
lag1_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.01286094
comp_vs_prod_combined_min,0.012492111
prod_vs_comp_combined_fft_mean,0.012243074
dmn_medial_tpj_mobility,0.011921406
comp_vs_prod_combined_fft_mean,0.0118435575
dmn_medial_tpj_std,0.0106581
dmn_medial_tpj_range,0.009791752
dmn_medial_tpj_slope_changes,0.00961268
prod_vs_comp_combined_std,0.009488722
lag1_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.009402798
dmn_medial_tpj_zcr,0.009397888
prod_vs_comp_combined_peak_freq,0.0093861995
prod_vs_comp_combined_complexity,0.009376646
comp_vs_prod_combined_std,0.009322475
dmn_medial_tpj_fft_mean,0.009318924
dmn_medial_tpj_autocorr,0.009269913
lag1_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.00921746
prod_vs_comp_combined_diff2_mean,0.009164423
corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.009142158
prod_vs_comp_combined_zcr,0.009100527
lag3_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.009040767
prod_vs_comp_combined_slope,0.008753454
dmn_medial_tpj_intercept,0.008553069
corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.00851265
comp_vs_prod_combined_range,0.008436579
prod_vs_comp_combined_range,0.008404379
dmn_medial_tpj_slope,0.008387845
prod_vs_comp_combined_diff_mean,0.0082271155
corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.008222677
dmn_medial_tpj_complexity,0.008160523
comp_vs_prod_combined_diff2_mean,0.008136653
dmn_medial_tpj_kurtosis,0.008068956
lag2_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.007973538
lag2_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.007920357
lag3_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.007903304
prod_vs_comp_combined_skew,0.007874406
comp_vs_prod_combined_mobility,0.007801632
comp_vs_prod_combined_peak_freq,0.0077041877
dmn_medial_tpj_diff2_mean,0.007594844
dmn_medial_tpj_peak_freq,0.0075712698
prod_vs_comp_combined_mobility,0.007488415
lag2_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.007319608
prod_vs_comp_combined_kurtosis,0.007298815
comp_vs_prod_combined_skew,0.0072261738
dmn_medial_tpj_diff_mean,0.007174165
comp_vs_prod_combined_slope,0.0069513503
comp_vs_prod_combined_autocorr,0.0069218143
prod_vs_comp_combined_slope_changes,0.006850978
prod_vs_comp_combined_autocorr,0.0066828765
comp_vs_prod_combined_kurtosis,0.006544809
dmn_medial_tpj_skew,0.0064472766
comp_vs_prod_combined_entropy,0.0063907113
comp_vs_prod_combined_slope_changes,0.006372362
dmn_medial_tpj_entropy,0.006046324
lag3_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.0059642754
comp_vs_prod_combined_complexity,0.0059072613
comp_vs_prod_combined_diff_mean,0.005785389
prod_vs_comp_combined_entropy,0.005386691
prod_vs_comp_combined_fft_power,0.0
comp_vs_prod_combined_fft_power,0.0
dmn_medial_tpj_fft_power,0.0
