Feature,Importance
dmn_medial_tpj_mean,0.103472255
prod_vs_comp_combined_mean,0.0894724
prod_vs_comp_combined_energy,0.069607235
dmn_medial_tpj_energy,0.029137563
prod_vs_comp_combined_fft_std,0.026808202
dmn_medial_tpj_max,0.026258737
comp_vs_prod_combined_fft_std,0.024065886
dmn_medial_tpj_fft_std,0.022455433
dmn_medial_tpj_min,0.02043364
prod_vs_comp_combined_peak_freq,0.020055369
prod_vs_comp_combined_min,0.019187376
prod_vs_comp_combined_max,0.017626869
comp_vs_prod_combined_energy,0.016437167
comp_vs_prod_combined_mean,0.01506245
comp_vs_prod_combined_max,0.013849811
comp_vs_prod_combined_intercept,0.012903873
dmn_medial_tpj_range,0.012854815
dmn_medial_tpj_std,0.012316762
comp_vs_prod_combined_min,0.01151695
dmn_medial_tpj_slope_changes,0.011454546
prod_vs_comp_combined_range,0.0111574605
prod_vs_comp_combined_intercept,0.010966698
dmn_medial_tpj_mobility,0.010826877
dmn_medial_tpj_intercept,0.010792298
lag1_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.010413273
lag1_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.0102460915
comp_vs_prod_combined_range,0.010196776
corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.009786438
dmn_medial_tpj_zcr,0.0096582025
comp_vs_prod_combined_std,0.009631414
corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.009247818
comp_vs_prod_combined_mobility,0.009173336
comp_vs_prod_combined_diff2_mean,0.009118282
prod_vs_comp_combined_std,0.009003718
prod_vs_comp_combined_slope,0.008874746
corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.008551201
comp_vs_prod_combined_fft_mean,0.008547305
prod_vs_comp_combined_fft_mean,0.008385697
prod_vs_comp_combined_diff_mean,0.008343236
dmn_medial_tpj_autocorr,0.008296275
dmn_medial_tpj_slope,0.008252083
prod_vs_comp_combined_skew,0.008193958
prod_vs_comp_combined_complexity,0.007966363
prod_vs_comp_combined_kurtosis,0.007874471
prod_vs_comp_combined_diff2_mean,0.0075399843
dmn_medial_tpj_diff_mean,0.0075282613
dmn_medial_tpj_diff2_mean,0.0074936925
lag2_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.007187073
comp_vs_prod_combined_complexity,0.007167813
comp_vs_prod_combined_diff_mean,0.0071392083
lag3_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.0070457426
dmn_medial_tpj_complexity,0.0069436403
comp_vs_prod_combined_slope,0.0069217463
prod_vs_comp_combined_mobility,0.0068064616
comp_vs_prod_combined_skew,0.0067640063
prod_vs_comp_combined_slope_changes,0.006697013
lag2_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.006684039
lag3_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.006589755
prod_vs_comp_combined_zcr,0.006455954
comp_vs_prod_combined_peak_freq,0.006447629
dmn_medial_tpj_entropy,0.006406473
comp_vs_prod_combined_kurtosis,0.006392898
prod_vs_comp_combined_autocorr,0.006346042
dmn_medial_tpj_fft_mean,0.006274874
dmn_medial_tpj_skew,0.006228072
comp_vs_prod_combined_entropy,0.0061989934
comp_vs_prod_combined_zcr,0.006188274
dmn_medial_tpj_kurtosis,0.0061720987
dmn_medial_tpj_peak_freq,0.0061295903
comp_vs_prod_combined_autocorr,0.006056904
lag1_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.005958344
lag2_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.005888251
prod_vs_comp_combined_entropy,0.005788097
lag3_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.005394042
comp_vs_prod_combined_slope_changes,0.004683661
prod_vs_comp_combined_fft_power,0.0
comp_vs_prod_combined_fft_power,0.0
dmn_medial_tpj_fft_power,0.0
