Feature,Importance
dmn_medial_tpj_mean,0.0943429
prod_vs_comp_combined_mean,0.07256587
dmn_medial_tpj_energy,0.060367133
prod_vs_comp_combined_energy,0.042818684
comp_vs_prod_combined_fft_std,0.041550294
dmn_medial_tpj_max,0.022417651
dmn_medial_tpj_min,0.022365248
prod_vs_comp_combined_fft_std,0.022039333
prod_vs_comp_combined_max,0.0210143
comp_vs_prod_combined_zcr,0.018360266
dmn_medial_tpj_mobility,0.018335702
dmn_medial_tpj_fft_std,0.018147819
prod_vs_comp_combined_min,0.017684821
comp_vs_prod_combined_max,0.014172207
comp_vs_prod_combined_energy,0.013725602
comp_vs_prod_combined_mean,0.013704446
prod_vs_comp_combined_intercept,0.012368444
comp_vs_prod_combined_min,0.012333412
dmn_medial_tpj_autocorr,0.01106482
dmn_medial_tpj_range,0.010588647
lag1_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.010588314
dmn_medial_tpj_std,0.010325339
comp_vs_prod_combined_intercept,0.010259986
corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.009892432
comp_vs_prod_combined_fft_mean,0.009890949
prod_vs_comp_combined_complexity,0.009747365
dmn_medial_tpj_zcr,0.009609965
dmn_medial_tpj_slope_changes,0.009568845
dmn_medial_tpj_fft_mean,0.009558852
comp_vs_prod_combined_std,0.009495438
prod_vs_comp_combined_slope,0.0094536785
comp_vs_prod_combined_slope_changes,0.009023063
prod_vs_comp_combined_zcr,0.008794924
comp_vs_prod_combined_range,0.008734675
prod_vs_comp_combined_fft_mean,0.008619954
lag1_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.008570031
comp_vs_prod_combined_slope,0.008526581
lag3_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.00845974
prod_vs_comp_combined_skew,0.008433837
dmn_medial_tpj_intercept,0.00839955
prod_vs_comp_combined_range,0.00828569
dmn_medial_tpj_diff2_mean,0.008242895
dmn_medial_tpj_diff_mean,0.008237212
corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.00818092
comp_vs_prod_combined_complexity,0.008155603
comp_vs_prod_combined_diff2_mean,0.008037524
corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.008027001
comp_vs_prod_combined_autocorr,0.00793765
lag2_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.0078781685
lag3_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.007871693
lag1_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.007812678
comp_vs_prod_combined_kurtosis,0.007734557
prod_vs_comp_combined_slope_changes,0.0077281087
prod_vs_comp_combined_peak_freq,0.0077085365
lag2_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.007677895
dmn_medial_tpj_kurtosis,0.007578213
dmn_medial_tpj_complexity,0.0075428127
lag2_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.00754071
prod_vs_comp_combined_std,0.0074124616
prod_vs_comp_combined_diff2_mean,0.007247012
comp_vs_prod_combined_diff_mean,0.007202841
comp_vs_prod_combined_mobility,0.0071009835
prod_vs_comp_combined_autocorr,0.0070380117
comp_vs_prod_combined_skew,0.007026685
prod_vs_comp_combined_kurtosis,0.006824085
comp_vs_prod_combined_peak_freq,0.006754174
prod_vs_comp_combined_entropy,0.006692036
prod_vs_comp_combined_mobility,0.0066330577
dmn_medial_tpj_slope,0.0064866263
lag3_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.006328617
dmn_medial_tpj_skew,0.006153418
prod_vs_comp_combined_diff_mean,0.006045316
dmn_medial_tpj_entropy,0.0059713293
comp_vs_prod_combined_entropy,0.0058991057
dmn_medial_tpj_peak_freq,0.0050852834
comp_vs_prod_combined_fft_power,0.0
prod_vs_comp_combined_fft_power,0.0
dmn_medial_tpj_fft_power,0.0
