Feature,Importance
swta_prod_roi_mean,0.099924326
swta_dmn_roi_mean,0.057423037
swta_prod_roi_fft_std,0.052389152
swta_dmn_roi_energy,0.04616692
swta_dmn_roi_fft_std,0.0322815
swta_prod_roi_energy,0.024118861
swta_dmn_roi_max,0.023573006
swta_dmn_roi_min,0.02249262
swta_prod_roi_max,0.018609108
swta_prod_roi_zcr,0.017832706
swta_prod_roi_min,0.017580396
swta_comp_roi_fft_std,0.016574908
swta_comp_roi_mean,0.015655344
swta_comp_roi_max,0.01436388
swta_comp_roi_min,0.013805354
swta_prod_roi_intercept,0.01320554
swta_dmn_roi_autocorr,0.01284729
swta_comp_roi_intercept,0.01237894
swta_dmn_roi_std,0.0123001365
swta_prod_roi_fft_mean,0.012121152
lag1_corr_swta_dmn_roi_vs_swta_prod_roi,0.011974556
swta_dmn_roi_range,0.0116671715
swta_comp_roi_zcr,0.011662654
swta_prod_roi_range,0.011367058
swta_dmn_roi_intercept,0.011357816
swta_comp_roi_autocorr,0.011343714
swta_dmn_roi_zcr,0.011151147
swta_comp_roi_mobility,0.010278267
swta_comp_roi_std,0.009989823
swta_comp_roi_fft_mean,0.009921585
swta_dmn_roi_mobility,0.009799503
corr_swta_comp_roi_vs_swta_dmn_roi,0.009748318
swta_comp_roi_diff2_mean,0.009723018
swta_comp_roi_slope,0.0095759425
swta_prod_roi_std,0.009556715
swta_comp_roi_range,0.00954147
swta_comp_roi_energy,0.009134618
swta_comp_roi_peak_freq,0.008890051
swta_dmn_roi_fft_mean,0.00878626
swta_prod_roi_mobility,0.008752818
lag1_corr_swta_comp_roi_vs_swta_dmn_roi,0.008735056
lag3_corr_swta_dmn_roi_vs_swta_prod_roi,0.008706237
swta_comp_roi_slope_changes,0.008567807
swta_prod_roi_diff2_mean,0.008566974
lag1_corr_swta_comp_roi_vs_swta_prod_roi,0.008509817
swta_prod_roi_kurtosis,0.008487112
swta_prod_roi_complexity,0.008410616
swta_prod_roi_peak_freq,0.008384176
swta_prod_roi_autocorr,0.008182149
swta_dmn_roi_entropy,0.008055496
lag2_corr_swta_comp_roi_vs_swta_prod_roi,0.008013274
swta_prod_roi_entropy,0.007942646
swta_dmn_roi_slope,0.007871301
corr_swta_comp_roi_vs_swta_prod_roi,0.007860781
swta_comp_roi_skew,0.007682245
swta_comp_roi_kurtosis,0.007674302
lag3_corr_swta_comp_roi_vs_swta_dmn_roi,0.0076342234
lag2_corr_swta_comp_roi_vs_swta_dmn_roi,0.0074354564
swta_dmn_roi_slope_changes,0.0073324246
lag2_corr_swta_dmn_roi_vs_swta_prod_roi,0.0073141875
corr_swta_dmn_roi_vs_swta_prod_roi,0.007311433
swta_prod_roi_skew,0.0072854706
lag3_corr_swta_comp_roi_vs_swta_prod_roi,0.0072644097
swta_dmn_roi_diff2_mean,0.0072583994
swta_dmn_roi_complexity,0.007046241
swta_comp_roi_complexity,0.0067760316
swta_dmn_roi_kurtosis,0.0067698006
swta_prod_roi_slope,0.006751233
swta_dmn_roi_diff_mean,0.0066971406
swta_dmn_roi_skew,0.006608455
swta_comp_roi_entropy,0.006538965
swta_prod_roi_diff_mean,0.0064381
swta_prod_roi_slope_changes,0.0059635015
swta_comp_roi_diff_mean,0.0054757283
swta_dmn_roi_peak_freq,0.0045821825
swta_comp_roi_fft_power,0.0
swta_prod_roi_fft_power,0.0
swta_dmn_roi_fft_power,0.0
