Feature,Importance
swta_prod_roi_mean,0.09918585
swta_dmn_roi_mean,0.07331224
swta_dmn_roi_energy,0.06531319
swta_dmn_roi_fft_std,0.037284553
swta_prod_roi_energy,0.028481081
swta_dmn_roi_min,0.026157266
swta_prod_roi_zcr,0.026136603
swta_prod_roi_fft_std,0.025944607
swta_dmn_roi_max,0.023408925
swta_comp_roi_fft_std,0.01826694
swta_prod_roi_min,0.017846143
swta_prod_roi_max,0.017647421
swta_comp_roi_max,0.014185139
swta_comp_roi_zcr,0.014122923
swta_comp_roi_mean,0.013659069
swta_comp_roi_min,0.0134910485
swta_dmn_roi_std,0.011624509
swta_dmn_roi_intercept,0.011559366
swta_dmn_roi_mobility,0.011412947
swta_comp_roi_fft_mean,0.011137653
swta_comp_roi_intercept,0.01096699
swta_prod_roi_fft_mean,0.010583151
swta_dmn_roi_fft_mean,0.010508741
swta_dmn_roi_range,0.010165915
lag1_corr_swta_dmn_roi_vs_swta_prod_roi,0.009823373
swta_dmn_roi_zcr,0.009661135
swta_prod_roi_intercept,0.009656119
swta_prod_roi_slope_changes,0.009533619
swta_comp_roi_mobility,0.009380001
swta_comp_roi_energy,0.009357184
swta_comp_roi_peak_freq,0.009242239
lag1_corr_swta_comp_roi_vs_swta_prod_roi,0.009154721
corr_swta_comp_roi_vs_swta_dmn_roi,0.0091514615
swta_prod_roi_range,0.0090409955
swta_prod_roi_mobility,0.009021997
swta_comp_roi_std,0.00901582
swta_prod_roi_diff2_mean,0.008632849
swta_prod_roi_std,0.008629675
lag2_corr_swta_comp_roi_vs_swta_prod_roi,0.008601101
swta_comp_roi_diff2_mean,0.008465307
swta_comp_roi_range,0.008345658
lag2_corr_swta_dmn_roi_vs_swta_prod_roi,0.008309602
swta_prod_roi_peak_freq,0.008159314
corr_swta_dmn_roi_vs_swta_prod_roi,0.007997436
swta_comp_roi_entropy,0.007997234
swta_prod_roi_complexity,0.007974712
corr_swta_comp_roi_vs_swta_prod_roi,0.007946337
swta_comp_roi_skew,0.007886702
swta_prod_roi_kurtosis,0.0078561725
swta_comp_roi_autocorr,0.007826916
swta_comp_roi_kurtosis,0.007818123
lag2_corr_swta_comp_roi_vs_swta_dmn_roi,0.007816347
swta_prod_roi_entropy,0.007764047
swta_dmn_roi_complexity,0.0077310405
lag1_corr_swta_comp_roi_vs_swta_dmn_roi,0.0076782457
swta_prod_roi_slope,0.0073642116
lag3_corr_swta_comp_roi_vs_swta_prod_roi,0.007297023
swta_dmn_roi_peak_freq,0.0072569917
swta_prod_roi_autocorr,0.0072133783
swta_prod_roi_skew,0.007050234
swta_dmn_roi_entropy,0.007016006
swta_dmn_roi_kurtosis,0.0069288877
swta_prod_roi_diff_mean,0.006819956
swta_dmn_roi_slope,0.0068115373
lag3_corr_swta_dmn_roi_vs_swta_prod_roi,0.0067916685
swta_dmn_roi_diff2_mean,0.00676741
swta_dmn_roi_autocorr,0.0065441974
swta_dmn_roi_slope_changes,0.0064572217
swta_comp_roi_slope_changes,0.006387311
swta_comp_roi_slope,0.0062176627
lag3_corr_swta_comp_roi_vs_swta_dmn_roi,0.0060245832
swta_dmn_roi_diff_mean,0.0058806227
swta_dmn_roi_skew,0.00586488
swta_comp_roi_complexity,0.005847652
swta_comp_roi_diff_mean,0.005580695
swta_prod_roi_fft_power,0.0
swta_comp_roi_fft_power,0.0
swta_dmn_roi_fft_power,0.0
