Feature,Importance
swta_dmn_roi_energy,0.09819433
swta_prod_roi_mean,0.08711552
swta_dmn_roi_mean,0.050041024
swta_prod_roi_fft_std,0.03384631
swta_prod_roi_energy,0.031927098
swta_dmn_roi_min,0.02358931
swta_dmn_roi_max,0.023560304
swta_dmn_roi_fft_std,0.020138243
swta_prod_roi_max,0.01724128
swta_prod_roi_min,0.016930975
swta_comp_roi_mean,0.016791765
swta_comp_roi_max,0.015061952
swta_dmn_roi_mobility,0.014259245
swta_comp_roi_min,0.013841758
swta_comp_roi_fft_std,0.013054209
swta_dmn_roi_std,0.012940164
swta_comp_roi_zcr,0.012758693
swta_dmn_roi_zcr,0.012203842
swta_prod_roi_intercept,0.01181875
swta_comp_roi_peak_freq,0.01167813
corr_swta_comp_roi_vs_swta_dmn_roi,0.011441174
swta_dmn_roi_intercept,0.011205046
swta_prod_roi_zcr,0.011100089
swta_prod_roi_fft_mean,0.01104341
swta_comp_roi_range,0.010633822
swta_dmn_roi_range,0.010534194
swta_dmn_roi_fft_mean,0.010385904
lag1_corr_swta_dmn_roi_vs_swta_prod_roi,0.010339411
lag1_corr_swta_comp_roi_vs_swta_prod_roi,0.010088051
swta_dmn_roi_slope,0.010000513
swta_comp_roi_intercept,0.009959225
swta_comp_roi_std,0.009858165
swta_prod_roi_mobility,0.009666684
swta_prod_roi_std,0.009607533
swta_prod_roi_range,0.009514735
swta_prod_roi_autocorr,0.0091184955
swta_comp_roi_fft_mean,0.008988052
swta_dmn_roi_autocorr,0.008884429
swta_comp_roi_autocorr,0.008709646
lag2_corr_swta_dmn_roi_vs_swta_prod_roi,0.008674579
swta_prod_roi_diff2_mean,0.008492829
swta_comp_roi_skew,0.008351251
swta_prod_roi_kurtosis,0.008308681
swta_prod_roi_complexity,0.008269146
swta_comp_roi_diff2_mean,0.008261929
swta_dmn_roi_complexity,0.008252852
lag2_corr_swta_comp_roi_vs_swta_prod_roi,0.008247056
lag3_corr_swta_comp_roi_vs_swta_dmn_roi,0.00818417
lag1_corr_swta_comp_roi_vs_swta_dmn_roi,0.00813242
swta_dmn_roi_kurtosis,0.007975747
swta_prod_roi_skew,0.007932052
corr_swta_comp_roi_vs_swta_prod_roi,0.007879103
lag3_corr_swta_dmn_roi_vs_swta_prod_roi,0.0078442795
swta_comp_roi_kurtosis,0.0078115473
lag2_corr_swta_comp_roi_vs_swta_dmn_roi,0.0077958168
swta_prod_roi_slope,0.007788451
swta_prod_roi_entropy,0.007768898
swta_comp_roi_entropy,0.007674788
lag3_corr_swta_comp_roi_vs_swta_prod_roi,0.0076594604
swta_comp_roi_slope,0.0076173544
swta_prod_roi_diff_mean,0.007610544
swta_dmn_roi_peak_freq,0.0075592124
corr_swta_dmn_roi_vs_swta_prod_roi,0.007555266
swta_comp_roi_mobility,0.007459224
swta_prod_roi_peak_freq,0.007384296
swta_comp_roi_energy,0.0073485593
swta_dmn_roi_diff2_mean,0.0071062846
swta_comp_roi_slope_changes,0.007048428
swta_comp_roi_complexity,0.006983415
swta_dmn_roi_diff_mean,0.0069486513
swta_dmn_roi_entropy,0.006782345
swta_dmn_roi_slope_changes,0.0064605423
swta_dmn_roi_skew,0.006044093
swta_comp_roi_diff_mean,0.0055063297
swta_prod_roi_slope_changes,0.0052089356
swta_comp_roi_fft_power,0.0
swta_prod_roi_fft_power,0.0
swta_dmn_roi_fft_power,0.0
