Feature,Importance
dmn_medial_tpj_mean,0.074274234
prod_vs_comp_combined_mean,0.071879365
prod_vs_comp_combined_energy,0.051459026
dmn_medial_tpj_energy,0.047363497
comp_vs_prod_combined_fft_std,0.035840157
dmn_medial_tpj_fft_std,0.03353072
comp_vs_prod_combined_zcr,0.028320555
dmn_medial_tpj_max,0.023407832
dmn_medial_tpj_min,0.021420553
prod_vs_comp_combined_fft_std,0.021031601
prod_vs_comp_combined_max,0.018737191
prod_vs_comp_combined_min,0.017619573
dmn_medial_tpj_mobility,0.016170729
comp_vs_prod_combined_mean,0.015552353
comp_vs_prod_combined_max,0.0138466
comp_vs_prod_combined_min,0.013742284
prod_vs_comp_combined_intercept,0.013685418
dmn_medial_tpj_autocorr,0.013273174
comp_vs_prod_combined_energy,0.0130408
dmn_medial_tpj_range,0.012764845
dmn_medial_tpj_std,0.012233371
lag1_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.011812547
dmn_medial_tpj_zcr,0.011592147
comp_vs_prod_combined_fft_mean,0.010583444
prod_vs_comp_combined_range,0.009822612
dmn_medial_tpj_fft_mean,0.009517235
comp_vs_prod_combined_autocorr,0.00943153
prod_vs_comp_combined_slope,0.009388272
prod_vs_comp_combined_fft_mean,0.009320674
dmn_medial_tpj_intercept,0.009179583
corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.009061008
comp_vs_prod_combined_diff2_mean,0.008977712
comp_vs_prod_combined_intercept,0.00891014
prod_vs_comp_combined_diff_mean,0.008858492
corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.008855804
prod_vs_comp_combined_peak_freq,0.0086681945
prod_vs_comp_combined_std,0.00863203
lag3_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.008617496
prod_vs_comp_combined_complexity,0.008587611
lag3_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.008547758
comp_vs_prod_combined_complexity,0.008524608
lag1_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.008472884
prod_vs_comp_combined_diff2_mean,0.008400735
dmn_medial_tpj_slope,0.008399257
prod_vs_comp_combined_zcr,0.00830019
dmn_medial_tpj_complexity,0.008247129
prod_vs_comp_combined_skew,0.008227843
comp_vs_prod_combined_range,0.008198785
dmn_medial_tpj_diff2_mean,0.0081315795
comp_vs_prod_combined_slope_changes,0.0079635475
lag1_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.007873615
comp_vs_prod_combined_std,0.0077317585
prod_vs_comp_combined_kurtosis,0.007689724
dmn_medial_tpj_slope_changes,0.007679919
comp_vs_prod_combined_entropy,0.0076314537
corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.007561936
lag3_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.0075409054
dmn_medial_tpj_entropy,0.007341579
dmn_medial_tpj_diff_mean,0.00721477
comp_vs_prod_combined_diff_mean,0.0070457687
prod_vs_comp_combined_autocorr,0.0070368783
lag2_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.0070318617
lag2_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.007000369
comp_vs_prod_combined_skew,0.006654852
comp_vs_prod_combined_kurtosis,0.0065633715
lag2_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.006506631
dmn_medial_tpj_skew,0.006471344
comp_vs_prod_combined_mobility,0.006453946
prod_vs_comp_combined_mobility,0.0063449647
dmn_medial_tpj_kurtosis,0.006315884
comp_vs_prod_combined_slope,0.006306321
dmn_medial_tpj_peak_freq,0.0062613487
prod_vs_comp_combined_slope_changes,0.0057540825
prod_vs_comp_combined_entropy,0.0051678624
comp_vs_prod_combined_peak_freq,0.0043942574
prod_vs_comp_combined_fft_power,0.0
comp_vs_prod_combined_fft_power,0.0
dmn_medial_tpj_fft_power,0.0
