Feature,Importance
dmn_medial_tpj_fft_std,0.08844211
dmn_medial_tpj_mean,0.077592455
prod_vs_comp_combined_mean,0.06917209
prod_vs_comp_combined_energy,0.04047363
comp_vs_prod_combined_fft_std,0.03016833
prod_vs_comp_combined_fft_std,0.027028946
dmn_medial_tpj_max,0.026225304
prod_vs_comp_combined_max,0.01815761
prod_vs_comp_combined_min,0.017772848
dmn_medial_tpj_mobility,0.017720172
dmn_medial_tpj_energy,0.017615633
comp_vs_prod_combined_energy,0.015765963
comp_vs_prod_combined_zcr,0.01572406
dmn_medial_tpj_min,0.0146257365
comp_vs_prod_combined_min,0.0140083935
comp_vs_prod_combined_max,0.013906096
lag1_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.012913543
dmn_medial_tpj_autocorr,0.012735842
comp_vs_prod_combined_mean,0.012696669
prod_vs_comp_combined_intercept,0.01265571
dmn_medial_tpj_range,0.01184006
prod_vs_comp_combined_peak_freq,0.011762405
corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.0103001
prod_vs_comp_combined_range,0.010168087
comp_vs_prod_combined_range,0.010151389
dmn_medial_tpj_zcr,0.009976604
comp_vs_prod_combined_fft_mean,0.009668191
dmn_medial_tpj_intercept,0.00964102
dmn_medial_tpj_std,0.009460661
dmn_medial_tpj_slope_changes,0.009344492
corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.009297253
prod_vs_comp_combined_diff2_mean,0.0092848465
comp_vs_prod_combined_autocorr,0.009279066
corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.009089525
prod_vs_comp_combined_mobility,0.008902916
comp_vs_prod_combined_diff2_mean,0.008745913
comp_vs_prod_combined_mobility,0.008627804
comp_vs_prod_combined_diff_mean,0.008585899
lag1_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.008544206
dmn_medial_tpj_complexity,0.008509476
prod_vs_comp_combined_kurtosis,0.008483755
comp_vs_prod_combined_complexity,0.008369588
comp_vs_prod_combined_slope_changes,0.00833092
prod_vs_comp_combined_autocorr,0.008320099
prod_vs_comp_combined_fft_mean,0.008235924
dmn_medial_tpj_fft_mean,0.00806744
comp_vs_prod_combined_slope,0.007958007
lag3_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.007954793
dmn_medial_tpj_diff2_mean,0.007864844
lag2_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.007849086
prod_vs_comp_combined_skew,0.0076802988
comp_vs_prod_combined_intercept,0.0076684398
comp_vs_prod_combined_skew,0.007666008
prod_vs_comp_combined_std,0.0076413886
lag2_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.007578771
dmn_medial_tpj_peak_freq,0.0075197495
dmn_medial_tpj_skew,0.007514871
comp_vs_prod_combined_kurtosis,0.0073702834
comp_vs_prod_combined_std,0.0073469942
prod_vs_comp_combined_complexity,0.0072629414
prod_vs_comp_combined_slope,0.007244212
lag2_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.0072190315
lag3_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.0071283383
prod_vs_comp_combined_diff_mean,0.0070640035
lag1_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.0070167044
dmn_medial_tpj_entropy,0.0069703716
dmn_medial_tpj_slope,0.0068093687
prod_vs_comp_combined_slope_changes,0.006743544
comp_vs_prod_combined_entropy,0.00668513
dmn_medial_tpj_diff_mean,0.0064536533
prod_vs_comp_combined_entropy,0.006284151
dmn_medial_tpj_kurtosis,0.005851279
comp_vs_prod_combined_peak_freq,0.0057339217
lag3_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.0052929176
prod_vs_comp_combined_zcr,0.0042381464
prod_vs_comp_combined_fft_power,0.0
comp_vs_prod_combined_fft_power,0.0
dmn_medial_tpj_fft_power,0.0
