Feature,Importance
dmn_medial_tpj_mean,0.07970498
dmn_medial_tpj_energy,0.06815514
prod_vs_comp_combined_mean,0.06302796
prod_vs_comp_combined_energy,0.03785806
comp_vs_prod_combined_energy,0.026636593
dmn_medial_tpj_fft_std,0.02547815
prod_vs_comp_combined_fft_std,0.02436235
dmn_medial_tpj_max,0.024356456
comp_vs_prod_combined_fft_std,0.022355957
prod_vs_comp_combined_max,0.021651242
prod_vs_comp_combined_min,0.02012074
comp_vs_prod_combined_mean,0.020063572
dmn_medial_tpj_min,0.01896697
comp_vs_prod_combined_max,0.0157925
dmn_medial_tpj_mobility,0.014230778
comp_vs_prod_combined_zcr,0.013788997
comp_vs_prod_combined_min,0.01323951
dmn_medial_tpj_autocorr,0.012016324
lag1_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.011837773
dmn_medial_tpj_std,0.011265496
dmn_medial_tpj_fft_mean,0.0110964235
prod_vs_comp_combined_intercept,0.0110200355
dmn_medial_tpj_range,0.010746317
corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.0103458995
prod_vs_comp_combined_range,0.01022119
comp_vs_prod_combined_intercept,0.010167977
dmn_medial_tpj_complexity,0.010137659
prod_vs_comp_combined_complexity,0.01008286
comp_vs_prod_combined_std,0.01005148
comp_vs_prod_combined_fft_mean,0.0097373985
dmn_medial_tpj_slope_changes,0.009712489
dmn_medial_tpj_zcr,0.009431483
prod_vs_comp_combined_slope,0.009236158
prod_vs_comp_combined_diff2_mean,0.009080386
corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.009036119
comp_vs_prod_combined_diff2_mean,0.009006915
prod_vs_comp_combined_fft_mean,0.008844426
comp_vs_prod_combined_slope_changes,0.008825409
prod_vs_comp_combined_std,0.008773161
prod_vs_comp_combined_skew,0.008765775
lag1_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.0086909635
prod_vs_comp_combined_slope_changes,0.008626562
comp_vs_prod_combined_autocorr,0.0085740555
prod_vs_comp_combined_peak_freq,0.008441382
prod_vs_comp_combined_diff_mean,0.008427569
dmn_medial_tpj_diff2_mean,0.008425675
prod_vs_comp_combined_autocorr,0.008374715
lag2_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.008355825
prod_vs_comp_combined_kurtosis,0.008254886
lag3_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.008072614
lag3_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.008068836
dmn_medial_tpj_entropy,0.00798329
comp_vs_prod_combined_kurtosis,0.007943789
lag1_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.007917883
prod_vs_comp_combined_mobility,0.0078449175
corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.007748289
comp_vs_prod_combined_complexity,0.00770104
comp_vs_prod_combined_mobility,0.0076745055
comp_vs_prod_combined_range,0.0076513207
comp_vs_prod_combined_slope,0.007526934
dmn_medial_tpj_slope,0.0074479035
lag2_corr_comp_vs_prod_combined_vs_prod_vs_comp_combined,0.007320302
comp_vs_prod_combined_skew,0.00724338
comp_vs_prod_combined_diff_mean,0.0072327172
dmn_medial_tpj_diff_mean,0.0072091212
comp_vs_prod_combined_entropy,0.006981596
lag3_corr_comp_vs_prod_combined_vs_dmn_medial_tpj,0.0069292765
dmn_medial_tpj_skew,0.0065974398
dmn_medial_tpj_kurtosis,0.006596189
dmn_medial_tpj_intercept,0.0065718256
lag2_corr_dmn_medial_tpj_vs_prod_vs_comp_combined,0.0065203584
comp_vs_prod_combined_peak_freq,0.0064085554
prod_vs_comp_combined_entropy,0.005664245
prod_vs_comp_combined_zcr,0.0053861234
dmn_medial_tpj_peak_freq,0.0043567363
comp_vs_prod_combined_fft_power,0.0
prod_vs_comp_combined_fft_power,0.0
dmn_medial_tpj_fft_power,0.0
